split,split_label,group_num,cell,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,cell_idx,release,feature_status,lifetime_weeks_EOL70,lifetime_weeks_EOL80,lifetime_weeks_EOL75,lifetime_weeks_EOL65,lifetime_weeks_EOL60,lifetime_weeks_EOL55,lifetime_weeks_EOL50,lifetime_weeks_EOL45,lifetime_weeks_EOL40,lifetime_weeks_EOL35,lifetime_weeks_EOL30,week0_rpt_idx,week0_time_week,Q_initial_ah,chg_c_rate,dchg_c_rate,feature_status_w3,week3_rpt_idx,week3_time_week,f1_w3,f2_w3,f3_w3,f4_w3,f5_w3,f6_w3,f7_w3,f8_w3,f9_w3,f10_w3,feature_status_w5,week5_rpt_idx,week5_time_week,f1_w5,f2_w5,f3_w5,f4_w5,f5_w5,f6_w5,f7_w5,f8_w5,f9_w5,f10_w5,feature_status_w10,week10_rpt_idx,week10_time_week,f1_w10,f2_w10,f3_w10,f4_w10,f5_w10,f6_w10,f7_w10,f8_w10,f9_w10,f10_w10,feature_status_w15,week15_rpt_idx,week15_time_week,f1_w15,f2_w15,f3_w15,f4_w15,f5_w15,f6_w15,f7_w15,f8_w15,f9_w15,f10_w15,feature_week,target_domain
fine_tune,Fine-tune,1,G1C1,-3.7584963138384726,5.817111159963204,0.24792657527864287,-0.006280048913963193,0.35208420532497825,0.5,-8.175932993752125,0.00148445084656329,-5.135210991383449,7.048386408721883,1,Release 1.0,ok,48.923,44.062,46.813,50.466,51.864,53.926,56.199,57.737,nan,nan,nan,0,0.0,0.28045655555555554,0.5,0.5,ok,3,3.3587516534391533,-3.7584963138384726,5.817111159963204,0.24792657527864287,-0.006280048913963193,0.35208420532497825,0.5,-8.175932993752125,0.00148445084656329,-5.135210991383449,7.048386408721883,ok,5,5.680545634920636,-3.588491243552881,5.860786223465865,0.24792657527864287,-0.008258483128727512,0.35208420532497825,0.5,-7.910631853508866,0.0020922504922840923,-5.237319317017535,7.048386408721883,ok,10,11.616739417989418,-3.2603966221708305,5.8664680569332965,0.24792657527864287,-0.012022422533600446,0.35208420532497825,0.5,-7.486810039488012,0.005828739740233485,-4.880448631576362,7.048386408721883,ok,15,17.647959656084655,-3.069512758746697,5.840641657373398,0.24792657527864287,-0.011059372794827355,0.35208420532497825,0.5,-7.154100020765008,0.009398987924913477,-4.529493116575197,7.048386408721883,w5,target
fine_tune,Fine-tune,2,G2C2,-3.3911162319953787,5.916202062607435,0.48361373046582606,0.006070579726980857,0.49173861474660807,0.5,-8.022769356954308,0.0033624802213971516,-5.401468564464068,7.07326971745971,2,Release 1.0,ok,27.994,21.057,26.226,29.66,31.578,nan,nan,nan,nan,nan,nan,0,0.0,0.28240038888888885,0.5,0.5,ok,3,3.3445486111111107,-3.3911162319953787,5.916202062607435,0.48361373046582606,0.006070579726980857,0.49173861474660807,0.5,-8.022769356954308,0.0033624802213971516,-5.401468564464068,7.07326971745971,ok,5,5.644067460317459,-3.191368722275624,5.8888779583328805,0.48361373046582606,-0.00010933925178388537,0.49173861474660807,0.5,-7.834677293238112,0.0056475801167205075,-5.1716228727213664,7.07326971745971,ok,10,11.562584325396823,-2.792816710390694,5.811140992976701,0.48361373046582606,-0.07182999089760173,0.49173861474660807,0.5,-6.9223022529034175,0.017309638683389805,-4.214588347075969,7.07326971745971,ok,15,17.49987103174603,-2.4235067574434583,5.605802066295998,0.48361373046582606,-0.06130414878233159,0.49173861474660807,0.5,-6.2790405621592456,0.028132814636017023,-3.8109116825620646,7.07326971745971,w5,target
fine_tune,Fine-tune,2,G2C3,-3.348521844978967,5.627621113690637,0.4556527791783018,-0.003071130749435047,0.47731162733496335,0.5,-8.127671833111265,0.0033344646593085336,-5.870765923299102,6.98933526597456,3,Release 1.0,ok,28.308,25.07,27.029,29.451,30.68,nan,nan,nan,nan,nan,nan,0,0.0,0.28318322222222225,0.5,0.5,ok,3,3.3483912037037036,-3.348521844978967,5.627621113690637,0.4556527791783018,-0.003071130749435047,0.47731162733496335,0.5,-8.127671833111265,0.0033344646593085336,-5.870765923299102,6.98933526597456,ok,5,5.6545519179894175,-3.171079834929556,5.5909869805108565,0.4556527791783018,-0.003318126012700179,0.47731162733496335,0.5,-7.868430463964927,0.006008936132360948,-5.6253495503588615,6.98933526597456,ok,10,11.54383763227513,-2.874616299568759,5.272999558563747,0.4556527791783018,-0.028251649860939865,0.47731162733496335,0.5,-7.341123329318052,0.011262071716687999,-5.032650750396532,6.98933526597456,ok,15,17.517814153439154,-2.5848268003200086,5.0106352940962555,0.4556527791783018,-0.017509767776684365,0.47731162733496335,0.5,-6.587153755241438,0.02474369143886762,-4.206731576283964,6.98933526597456,w5,target
fine_tune,Fine-tune,3,G3C1,-3.1643856309500125,5.762051382780177,0.6701900922367644,-0.007691780320300767,0.5788739466571131,0.5,-8.5549412240063,0.0010274857678101434,-6.8120083048780735,6.9584483932976555,1,Release 1.0,ok,31.809,27.364,30.513,32.838,34.359,nan,nan,nan,nan,nan,nan,0,0.0,0.28224163888888887,0.5,0.5,ok,3,3.3417460317460317,-3.1643856309500125,5.762051382780177,0.6701900922367644,-0.007691780320300767,0.5788739466571131,0.5,-8.5549412240063,0.0010274857678101434,-6.8120083048780735,6.9584483932976555,ok,5,5.646471560846561,-2.992027149749767,5.68697535633982,0.6701900922367644,-0.0073226871169639884,0.5788739466571131,0.5,-8.25443682245845,0.0026513731700529286,-6.542114911843962,6.9584483932976555,ok,10,11.548564814814814,-2.7269616624287867,5.488937726156687,0.6701900922367644,-0.0002940568392704179,0.5788739466571131,0.5,-7.608892300508074,0.010441222493612318,-6.643916886670236,6.9584483932976555,ok,15,17.486390542328046,-2.4945583505676345,5.298317366548036,0.6701900922367644,-0.03488783795618,0.5788739466571131,0.5,-7.080701787298573,0.01804307352111781,-5.1367082482890005,6.9584483932976555,w5,target
fine_tune,Fine-tune,3,G3C2,-3.1765286390442165,5.455321115357702,0.688215868,-0.0018217119547981053,0.5866071376994999,0.5,-8.211980712137764,0.002559639635905303,-6.806493760340585,6.835184586147301,2,Release 1.0,ok,18.54,16.304,17.404,19.311,20.374,nan,nan,nan,nan,nan,nan,0,0.0,0.2798638611111111,0.5,0.5,ok,3,3.3331944444444446,-3.1765286390442165,5.455321115357702,0.688215868,-0.0018217119547981053,0.5866071376994999,0.5,-8.211980712137764,0.002559639635905303,-6.806493760340585,6.835184586147301,ok,5,5.629867724867725,-2.947409985356528,5.241747015059643,0.688215868,-0.0751582332428524,0.5866071376994999,0.5,-7.584458230426868,0.0077756110823551106,-5.831028003806005,6.835184586147301,ok,10,11.480760582010582,-2.4926365492406237,4.276666119016055,0.688215868,-0.013224280703016539,0.5866071376994999,0.5,-6.492381185840787,0.02330615573293271,-4.2141054454015805,6.835184586147301,ok,15,17.391999007936505,-2.1618667048426623,4.867534450455582,0.688215868,-0.011985733897347223,0.5866071376994999,0.5,-5.742821444839394,0.03771752950323064,-3.761513363545548,6.835184586147301,w5,target
fine_tune,Fine-tune,3,G3C3,-3.1539912869841342,5.680172609017068,0.6714335446504401,-0.006194013574326501,0.5794107112620719,0.5,-8.572289167601774,0.001257631263252651,-7.431744316291839,6.953684210870537,3,Release 1.0,ok,26.853,20.296,25.087,28.35,30.328,nan,nan,nan,nan,nan,nan,0,0.0,0.2847791388888889,0.5,0.5,ok,3,3.355502645502645,-3.1539912869841342,5.680172609017068,0.6714335446504401,-0.006194013574326501,0.5794107112620719,0.5,-8.572289167601774,0.001257631263252651,-7.431744316291839,6.953684210870537,ok,5,5.644821428571428,-2.9821353437900773,5.60947179518496,0.6714335446504401,-0.0059260720045738735,0.5794107112620719,0.5,-8.361024447143299,0.0032187733212547254,-7.9946051871649875,6.953684210870537,ok,10,11.519695767195767,-2.6740975670078715,5.3471075307174685,0.6714335446504401,-0.03807170377449651,0.5794107112620719,0.5,-7.39312360186401,0.013151209686641407,-5.144934391898695,6.953684210870537,ok,15,17.445985449735446,-2.370998586882338,4.948759890378168,0.6714335446504401,-0.06191442475474723,0.5794107112620719,0.5,-6.465195916823475,0.02528644500088567,-4.183618961321704,6.953684210870537,w5,target
fine_tune,Fine-tune,4,G4C3,-3.314157507354669,5.988961416889864,0.47570425621730467,-0.0020441388262753823,0.6897131695257853,1.0,-8.017414203481504,0.0037368348627754566,-5.226794364510351,7.035268599281097,3,Release 1.0,ok,30.93,27.355,29.927,31.796,32.652,33.513,nan,nan,nan,nan,nan,0,0.0,0.28203316666666667,1.0,0.5,ok,3,3.354021164021164,-3.314157507354669,5.988961416889864,0.47570425621730467,-0.0020441388262753823,0.6897131695257853,1.0,-8.017414203481504,0.0037368348627754566,-5.226794364510351,7.035268599281097,ok,5,5.671180555555557,-3.1475972963062997,5.955837369464831,0.47570425621730467,-0.0022814640954468,0.6897131695257853,1.0,-7.809821953575374,0.004961545402118905,-5.250264427580354,7.035268599281097,ok,10,11.592977843915346,-2.931620490865483,5.8916442118257715,0.47570425621730467,0.00013365015161109772,0.6897131695257853,1.0,-7.464515495023042,0.008520136931447292,-5.0029635089961495,7.035268599281097,ok,15,17.567179232804232,-2.7214611967284625,5.831882477283517,0.47570425621730467,-0.013396598932381099,0.6897131695257853,1.0,-7.030282780071838,0.016335051525826927,-4.510285590573061,7.035268599281097,w5,target
fine_tune,Fine-tune,6,G6C2,-3.640839325984928,5.840641657373398,0.26577785856545677,-0.0022033185038840275,0.7290786769141678,2.0,-7.555874287861551,0.007970718565733892,-4.782331366534315,6.967909201801884,2,Release 1.0,ok,45.678,35.942,41.431,49.502,53.015,57.143,61.022,nan,nan,nan,nan,0,0.0,0.27934830555555556,2.0,0.5,ok,3,3.366602182539683,-3.640839325984928,5.840641657373398,0.26577785856545677,-0.0022033185038840275,0.7290786769141678,2.0,-7.555874287861551,0.007970718565733892,-4.782331366534315,6.967909201801884,ok,5,5.683928571428572,-3.4420389265566866,5.872117789475416,0.26577785856545677,-0.006106022706426573,0.7290786769141678,2.0,-7.293368431631162,0.008996761568858092,-4.668446894709996,6.967909201801884,ok,10,11.631999007936509,-3.1810790937974143,5.846438775057725,0.26577785856545677,-0.004217305650110914,0.7290786769141678,2.0,-6.814003581172021,0.015429330340021363,-4.436717991969074,6.967909201801884,ok,15,17.63840773809524,-2.9804313751874774,5.6937321388027,0.26577785856545677,-0.00725645708547934,0.7290786769141678,2.0,-6.428309043123101,0.020810744596921615,-4.231833543848982,6.967909201801884,w5,target
fine_tune,Fine-tune,6,G6C4,-3.4453025339174377,6.16541785423142,0.2729497891096994,-0.0073256842793122945,0.7388501730522901,2.0,-6.778661899734954,0.012990500387451226,-4.3490667212234735,7.085064293952548,4,Release 1.0,ok,38.443,28.567,33.378,43.855,49.928,54.057,57.414,60.704,nan,nan,nan,0,0.0,0.28379025,2.0,0.5,ok,3,3.3662681878306877,-3.4453025339174377,6.16541785423142,0.2729497891096994,-0.0073256842793122945,0.7388501730522901,2.0,-6.778661899734954,0.012990500387451226,-4.3490667212234735,7.085064293952548,ok,5,5.689360119047619,-3.296025684593739,6.186208623900494,0.2729497891096994,-0.009035301102018611,0.7388501730522901,2.0,-6.492684406130877,0.015463092997890948,-4.258747376343187,7.085064293952548,ok,10,11.629717261904762,-3.0546640460425087,6.159095388491933,0.2729497891096994,-0.0076355964172049595,0.7388501730522901,2.0,-6.332280005217428,0.019368325365762162,-4.117813004218862,7.085064293952548,ok,15,17.644323743386245,-2.8625839963125372,6.082218910376446,0.2729497891096994,-0.0023628993788721575,0.7388501730522901,2.0,-6.183778316177765,0.026094297348324358,-3.9112024246818664,7.085064293952548,w5,target
fine_tune,Fine-tune,7,G7C2,-3.2509485147869275,5.75890177387728,0.47176798604954745,-0.004697600794636547,0.9713577981872051,2.0,-7.2073381832700205,0.0107573219551306,-4.653570459682724,6.893656354602635,2,Release 1.0,ok,22.74,17.673,20.31,24.375,25.77,26.967,nan,nan,nan,nan,nan,0,0.0,0.28513611111111115,2.0,0.5,ok,3,3.3404166666666666,-3.2509485147869275,5.75890177387728,0.47176798604954745,-0.004697600794636547,0.9713577981872051,2.0,-7.2073381832700205,0.0107573219551306,-4.653570459682724,6.893656354602635,ok,5,5.649801587301587,-3.065220745508646,5.720311776607412,0.47176798604954745,-0.0016533013689733755,0.9713577981872051,2.0,-7.098658938251686,0.012007069252296054,-4.524850993121796,6.893656354602635,ok,10,11.537179232804231,-2.7406902612089734,5.402677381872279,0.47176798604954745,-0.0202018391459646,0.9713577981872051,2.0,-6.772700105634603,0.017896218100162647,-4.281492469745825,6.893656354602635,ok,15,17.49159887566137,-2.3994914922299397,3.58351893845611,0.47176798604954745,-0.01383749126326006,0.9713577981872051,2.0,-6.120210492740047,0.032940727032846506,-3.8219608490768286,6.893656354602635,w5,target
fine_tune,Fine-tune,7,G7C3,-3.208105099399964,6.066108090103747,0.45146963931610556,-0.0077523313702587415,0.9502311711537416,2.0,-7.057330542468235,0.006219557363342537,-4.7514287432267475,7.044032897274685,3,Release 1.0,ok,37.359,26.267,31.934,41.856,45.851,50.372,56.579,65.649,nan,nan,nan,0,0.0,0.2825712222222222,2.0,0.5,ok,3,3.338260582010582,-3.208105099399964,6.066108090103747,0.45146963931610556,-0.0077523313702587415,0.9502311711537416,2.0,-7.057330542468235,0.006219557363342537,-4.7514287432267475,7.044032897274685,ok,5,5.632620701058201,-3.0616164745433556,6.035481432524756,0.45146963931610556,-0.007612138274261299,0.9502311711537416,2.0,-6.9739024482357665,0.010450114204062416,-4.77755616227244,7.044032897274685,ok,10,11.539588293650793,-2.859386925121156,5.932245187448011,0.45146963931610556,-0.005711860018041831,0.9502311711537416,2.0,-6.872972261317602,0.01524880517502386,-4.5920469308795155,7.044032897274685,ok,15,17.51193948412698,-2.6336783370392283,5.817111159963204,0.45146963931610556,0.003325678872240334,0.9502311711537416,2.0,-6.75966580630027,0.020779771637736838,-4.178470640024077,7.044032897274685,w5,target
fine_tune,Fine-tune,18,G18C2,-3.4994522926692007,5.739792912179234,0.27848928442055587,-0.005954808334607931,0.8343999107450754,2.5,-6.369974560064109,0.02054780250739796,-4.072290565012972,6.818924065275521,2,Release 1.0,ok,21.392,16.764,19.006,23.517,25.056,nan,nan,nan,nan,nan,nan,0,0.0,0.283725,2.5,0.5,ok,3,3.603303571428572,-3.4994522926692007,5.739792912179234,0.27848928442055587,-0.005954808334607931,0.8343999107450754,2.5,-6.369974560064109,0.02054780250739796,-4.072290565012972,6.818924065275521,ok,5,5.833301917989419,-3.266458436834183,5.762051382780177,0.27848928442055587,-0.006342191717104956,0.8343999107450754,2.5,-5.785130666021886,0.02885868623740956,-3.692692499272243,6.818924065275521,ok,10,11.931828703703708,-3.0098624970045407,5.44673737166631,0.27848928442055587,-0.006104758717348391,0.8343999107450754,2.5,-5.844354275314373,0.032741987239881115,-3.6161075464096863,6.818924065275521,ok,15,17.75246693121693,-2.5846679061400075,4.812184355372417,0.27848928442055587,0.009041197311294602,0.8343999107450754,2.5,-5.371873330138194,0.06066563820541887,-3.0691146086799828,6.818924065275521,w5,target
fine_tune,Fine-tune,18,G18C4,-3.4010479508819937,5.736572297479192,0.2798466913980761,-0.0056051328850355575,0.8364309466388664,2.5,-6.224097209993206,0.02134555172862254,-4.083041344680186,6.859614903654202,4,Release 1.0,ok,18.14,13.953,16.289,20.059,21.63,nan,nan,nan,nan,nan,nan,0,0.0,0.28341527777777775,2.5,0.5,ok,3,3.6082870370370377,-3.4010479508819937,5.736572297479192,0.2798466913980761,-0.0056051328850355575,0.8364309466388664,2.5,-6.224097209993206,0.02134555172862254,-4.083041344680186,6.859614903654202,ok,5,5.835264550264552,-3.168311701192748,5.736572297479192,0.2798466913980761,-0.006014731547241692,0.8364309466388664,2.5,-5.927460806991735,0.027729158969744178,-3.7738729509309126,6.859614903654202,ok,10,11.936701388888888,-2.737150545401141,5.308267697401205,0.2798466913980761,-0.0016246817062755825,0.8364309466388664,2.5,-5.83824240276635,0.04100329312643711,-3.422375836351469,6.859614903654202,ok,15,17.744065806878307,-2.2546686794112647,1.6094379124341003,0.2798466913980761,0.002364711248171003,0.8364309466388664,2.5,-4.971949969404762,0.07519994916195624,-2.8626121037982553,6.859614903654202,w5,target
fine_tune,Fine-tune,26,G26C4,-3.5850499043826614,5.7899601708972535,0.034633422968276366,0.004670009446874707,0.22019716654758958,1.4,-7.641709206629233,0.007894798657377439,-4.732841012646859,7.00397413672268,4,Release 1.0,ok,40.243,36.948,38.849,41.27,42.012,42.68,43.301,43.881,nan,nan,nan,0,0.0,0.285784711111111,1.4,2.2,ok,4,3.5730241402116403,-3.5850499043826614,5.7899601708972535,0.034633422968276366,0.004670009446874707,0.22019716654758958,1.4,-7.641709206629233,0.007894798657377439,-4.732841012646859,7.00397413672268,ok,6,6.763778108465608,-3.37330878584912,5.802118375377063,0.034633422968276366,-0.0012939309933532872,0.22019716654758958,1.4,-7.383837603696367,0.011175887250622352,-4.509550724921522,7.00397413672268,ok,11,12.404055886243386,-3.1149582091136283,5.82600010738045,0.034633422968276366,0.0044882679460021,0.22019716654758958,1.4,-7.053853818852123,0.01560510756870609,-4.296171076789075,7.00397413672268,ok,16,18.041795634920632,-2.9274835684468448,5.768320995793772,0.034633422968276366,-0.02075254744065133,0.22019716654758958,1.4,-6.840496095527404,0.02012956928897633,-4.160298457288322,7.00397413672268,w5,target
fine_tune,Fine-tune,34,G34C1,-3.2593405749927884,5.768320995793772,0.3146391781679077,-0.0003931768806139102,0.8319892979897019,2.2,-7.089739409907689,0.012337107899803357,-4.444111582926405,6.872128101338986,1,Release 1.0,ok,23.468,18.187,21.03,25.919,27.83,29.049,30.108,nan,nan,nan,nan,0,0.0,0.282297404444444,2.2,2.0,ok,4,3.5905307539682543,-3.2593405749927884,5.768320995793772,0.3146391781679077,-0.0003931768806139102,0.8319892979897019,2.2,-7.089739409907689,0.012337107899803357,-4.444111582926405,6.872128101338986,ok,6,5.791479828042328,-3.089382560958038,5.793013608384144,0.3146391781679077,0.0004520915783522428,0.8319892979897019,2.2,-6.71049361211629,0.016970925677538384,-4.207501727285452,6.872128101338986,ok,11,11.72939814814815,-2.7604351723562495,5.476463551931511,0.3146391781679077,-0.010024417497900506,0.8319892979897019,2.2,-6.4587508949474275,0.023285512458402158,-4.087349029960057,6.872128101338986,ok,16,17.37148478835979,-2.448378958566334,4.7535901911063645,0.3146391781679077,-0.007135921381779015,0.8319892979897019,2.2,-5.957758049777917,0.03581111737665832,-3.6479314909024043,6.872128101338986,w5,target
fine_tune,Fine-tune,34,G34C2,-3.396890968323392,5.541263545158426,0.21462472556355658,0.0028399353124817506,0.6871494715415449,2.2,-7.498546217998388,0.010231368576074956,-4.585351002198074,6.976348070447749,2,Release 1.0,ok,26.158,21.947,24.432,27.444,28.697,29.893,31.231,nan,nan,nan,nan,0,0.0,0.282558844444444,2.2,2.0,ok,4,3.596271494708995,-3.396890968323392,5.541263545158426,0.21462472556355658,0.0028399353124817506,0.6871494715415449,2.2,-7.498546217998388,0.010231368576074956,-4.585351002198074,6.976348070447749,ok,6,5.812341269841269,-3.2299712609569116,5.673323267171493,0.21462472556355658,0.00465699384103449,0.6871494715415449,2.2,-7.005479207512313,0.016230415088180267,-4.201898283120986,6.976348070447749,ok,11,11.76444279100529,-2.9371110893286607,5.529429087511423,0.21462472556355658,-0.01198455858974537,0.6871494715415449,2.2,-6.534724954162978,0.023759803835027543,-3.955291538336897,6.976348070447749,ok,16,17.43807374338624,-2.6989982724212314,4.948759890378168,0.21462472556355658,-0.020514602169798002,0.6871494715415449,2.2,-6.244548436092651,0.030094624305012557,-3.861540134586202,6.976348070447749,w5,target
